date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:32:20	31208/31208	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Nov%202017%2021:08:14%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf7.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf7.jpg	(from http://www.moezkrichen.tn/)
11:32:21	47342/47342	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Nov%202017%2021:04:56%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf6.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf6.jpg	(from http://www.moezkrichen.tn/)
11:32:25	41426/41426	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Nov%202017%2021:10:04%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf8.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf8.jpg	(from http://www.moezkrichen.tn/)
11:32:27	44668/44668	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Nov%202017%2021:12:46%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf9.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf9.jpg	(from http://www.moezkrichen.tn/)
11:32:28	41829/41829	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Nov%202017%2021:13:32%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf10.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf10.jpg	(from http://www.moezkrichen.tn/)
11:32:34	41509/41509	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Nov%202017%2008:33:28%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf12.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf12.jpg	(from http://www.moezkrichen.tn/)
11:32:36	66257/66257	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2013:02:40%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf11.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf11.jpg	(from http://www.moezkrichen.tn/)
11:32:37	53304/53304	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Dec%202017%2009:36:36%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf13.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf13.jpg	(from http://www.moezkrichen.tn/)
11:32:40	36599/36599	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Dec%202017%2009:54:40%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf14.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf14.jpg	(from http://www.moezkrichen.tn/)
11:32:46	63850/63850	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2017:08:10%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf15.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf15.jpg	(from http://www.moezkrichen.tn/)
11:32:47	57840/57840	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2017:07:58%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf16.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf16.jpg	(from http://www.moezkrichen.tn/)
11:32:49	56185/56185	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Jan%202018%2009:47:48%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf17.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf17.jpg	(from http://www.moezkrichen.tn/)
11:32:53	35843/35843	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202018%2022:09:58%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf19.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf19.jpg	(from http://www.moezkrichen.tn/)
11:32:54	31946/31946	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202018%2022:09:48%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf20.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf20.jpg	(from http://www.moezkrichen.tn/)
11:32:54	49087/49087	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202018%2022:10:10%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf18.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf18.jpg	(from http://www.moezkrichen.tn/)
11:32:55	344/344	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Aug%202018%2010:32:52%20GMT	http://www.moezkrichen.tn/assets/images/signature.png	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/signature.22.delayed	(from http://www.moezkrichen.tn/)
11:32:59	36856/36856	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202018%2022:10:34%20GMT	http://www.moezkrichen.tn/assets/images/portfolio/pf21.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/portfolio/pf21.jpg	(from http://www.moezkrichen.tn/)
11:33:05	35601/35601	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Jan%202016%2004:45:42%20GMT	http://www.moezkrichen.tn/assets/js/vendor/bootstrap.min.js	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/js/vendor/bootstrap.min.js	(from http://www.moezkrichen.tn/)
11:33:11	95931/95931	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Jan%202016%2004:45:42%20GMT	http://www.moezkrichen.tn/assets/js/vendor/jquery-1.11.2.min.js	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/js/vendor/jquery-1.11.2.min.js	(from http://www.moezkrichen.tn/)
11:33:16	67758/67758	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Jan%202016%2017:25:58%20GMT	http://www.moezkrichen.tn/assets/js/plugins.js	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/js/plugins.js	(from http://www.moezkrichen.tn/)
11:33:16	339/339	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Aug%202018%2010:33:14%20GMT	http://www.moezkrichen.tn/assets/js/modernizr.js	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/js/modernizr.28.delayed	(from http://www.moezkrichen.tn/)
11:33:17	3937/3937	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Jan%202018%2009:30:38%20GMT	http://www.moezkrichen.tn/assets/js/main.js	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/js/main.js	(from http://www.moezkrichen.tn/)
11:33:19	46354/46354	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Jan%202016%2022:35:20%20GMT	http://www.moezkrichen.tn/assets/js/jquery.magnific-popup.js	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/js/jquery.magnific-popup.js	(from http://www.moezkrichen.tn/)
11:33:21	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2014%20Jan%202016%2004:45:42%20GMT	http://www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regular.eot	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regular.eot	(from http://www.moezkrichen.tn/assets/css/bootstrap.min.css)
11:33:23	23320/23320	---M--	200	added ('OK')	font/woff	date:Thu,%2014%20Jan%202016%2004:45:42%20GMT	http://www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regular.woff	(from http://www.moezkrichen.tn/assets/css/bootstrap.min.css)
11:33:25	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2014%20Jan%202016%2004:45:42%20GMT	http://www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regular.eot?	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.moezkrichen.tn/assets/css/bootstrap.min.css)
11:33:25	62926/62926	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2014%20Jan%202016%2004:45:42%20GMT	http://www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regular.svg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regular.svg	(from http://www.moezkrichen.tn/assets/css/bootstrap.min.css)
11:33:30	41280/41280	---M--	200	added ('OK')	font/ttf	date:Thu,%2014%20Jan%202016%2004:45:42%20GMT	http://www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regular.ttf	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/glyphicons-halflings-regular.ttf	(from http://www.moezkrichen.tn/assets/css/bootstrap.min.css)
11:33:37	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2028%20Jul%202015%2008:44:46%20GMT	http://www.moezkrichen.tn/assets/fonts/fontawesome-webfont.eot?v=4.3.0	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/fontawesome-webfonte0a5.eot	(from http://www.moezkrichen.tn/assets/css/plugins.css)
11:33:42	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2028%20Jul%202015%2008:44:46%20GMT	http://www.moezkrichen.tn/assets/fonts/fontawesome-webfont.eot?	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/fontawesome-webfontd41d.eot	(from http://www.moezkrichen.tn/assets/css/plugins.css)
11:33:44	668783/668783	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202018%2022:31:54%20GMT	http://www.moezkrichen.tn/assets/images/man.png	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/man.png	(from http://www.moezkrichen.tn/)
11:33:47	64464/64464	---M--	200	added ('OK')	font/woff2	date:Tue,%2028%20Jul%202015%2008:44:46%20GMT	http://www.moezkrichen.tn/assets/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/fontawesome-webfonte0a5.woff2	(from http://www.moezkrichen.tn/assets/css/plugins.css)
11:33:48	355981/355981	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2028%20Jul%202015%2008:44:46%20GMT	http://www.moezkrichen.tn/assets/fonts/fontawesome-webfont.svg?v=4.3.0	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/fontawesome-webfonte0a5.svg	(from http://www.moezkrichen.tn/assets/css/plugins.css)
11:33:49	346/346	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Aug%202018%2010:33:46%20GMT	http://www.moezkrichen.tn/assets/css/owl.video.play.png	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/css/owl.video.play.34.delayed	(from http://www.moezkrichen.tn/assets/css/plugins.css)
11:33:53	22944/22944	---M--	200	added ('OK')	font/woff2	date:Tue,%2001%20Sep%202015%2011:12:26%20GMT	http://www.moezkrichen.tn/assets/fonts/Raleway-SemiBold.woff2	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Raleway-SemiBold.woff2	(from http://www.moezkrichen.tn/assets/css/roboto-railway-webfont.css)
11:33:54	81284/81284	---M--	200	added ('OK')	font/woff	date:Tue,%2028%20Jul%202015%2008:44:46%20GMT	http://www.moezkrichen.tn/assets/fonts/fontawesome-webfont.woff?v=4.3.0	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/fontawesome-webfonte0a5.woff	(from http://www.moezkrichen.tn/assets/css/plugins.css)
11:33:57	22592/22592	---M--	200	added ('OK')	font/woff2	date:Tue,%2012%20May%202015%2007:48:54%20GMT	http://www.moezkrichen.tn/assets/fonts/Raleway-Bold.woff2	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Raleway-Bold.woff2	(from http://www.moezkrichen.tn/assets/css/roboto-railway-webfont.css)
11:33:58	20716/20716	---M--	200	added ('OK')	font/woff2	date:Thu,%2018%20Feb%202016%2012:04:14%20GMT	http://www.moezkrichen.tn/assets/fonts/Raleway-Black.woff2	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Raleway-Black.woff2	(from http://www.moezkrichen.tn/assets/css/roboto-railway-webfont.css)
11:34:00	14584/14584	---M--	200	added ('OK')	font/woff2	date:Wed,%2010%20Jun%202015%2010:01:24%20GMT	http://www.moezkrichen.tn/assets/fonts/Roboto-Regular.woff2	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Roboto-Regular.woff2	(from http://www.moezkrichen.tn/assets/css/roboto-railway-webfont.css)
11:34:01	14552/14552	---M--	200	added ('OK')	font/woff2	date:Wed,%2010%20Jun%202015%2010:01:40%20GMT	http://www.moezkrichen.tn/assets/fonts/Roboto-Bold.woff2	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Roboto-Bold.woff2	(from http://www.moezkrichen.tn/assets/css/roboto-railway-webfont.css)
11:34:06	138204/138204	---M--	200	added ('OK')	font/ttf	date:Tue,%2028%20Jul%202015%2008:44:46%20GMT	http://www.moezkrichen.tn/assets/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/fontawesome-webfonte0a5.ttf	(from http://www.moezkrichen.tn/assets/css/plugins.css)
11:34:09	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2023%20May%202015%2017:30:30%20GMT	http://www.moezkrichen.tn/assets/fonts/Linearicons-Free.eot?w118d	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Linearicons-Free54e9.eot	(from http://www.moezkrichen.tn/assets/css/linearicons-web-font.css)
11:34:10	21780/21780	---M--	200	added ('OK')	font/woff2	date:Sat,%2023%20May%202015%2017:30:36%20GMT	http://www.moezkrichen.tn/assets/fonts/Linearicons-Free.woff2?w118d	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Linearicons-Free54e9.woff2	(from http://www.moezkrichen.tn/assets/css/linearicons-web-font.css)
11:34:10	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2023%20May%202015%2017:30:30%20GMT	http://www.moezkrichen.tn/assets/fonts/Linearicons-Free.eot?	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Linearicons-Freed41d.eot	(from http://www.moezkrichen.tn/assets/css/linearicons-web-font.css)
11:34:11	205847/205847	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2023%20May%202015%2017:30:30%20GMT	http://www.moezkrichen.tn/assets/fonts/Linearicons-Free.svg?w118d	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Linearicons-Free54e9.svg	(from http://www.moezkrichen.tn/assets/css/linearicons-web-font.css)
11:34:17	31049/31049	---M--	200	added ('OK')	image/gif	date:Mon,%2028%20Mar%202016%2016:29:56%20GMT	http://www.moezkrichen.tn/assets/images/preloading.gif	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/preloading.gif	(from http://www.moezkrichen.tn/assets/css/style.css)
11:34:19	55696/55696	---M--	200	added ('OK')	font/woff	date:Sat,%2023%20May%202015%2017:30:30%20GMT	http://www.moezkrichen.tn/assets/fonts/Linearicons-Free.woff?w118d	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Linearicons-Free54e9.woff	(from http://www.moezkrichen.tn/assets/css/linearicons-web-font.css)
11:34:19	55620/55620	---M--	200	added ('OK')	font/ttf	date:Sat,%2023%20May%202015%2017:30:30%20GMT	http://www.moezkrichen.tn/assets/fonts/Linearicons-Free.ttf?w118d	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/fonts/Linearicons-Free54e9.ttf	(from http://www.moezkrichen.tn/assets/css/linearicons-web-font.css)
11:34:44	153132/153132	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2020:27:44%20GMT	http://www.moezkrichen.tn/assets/images/contact2.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/contact2.jpg	(from http://www.moezkrichen.tn/assets/css/style.css)
11:35:09	360936/360936	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Oct%202017%2017:10:22%20GMT	http://www.moezkrichen.tn/assets/images/city.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/city.jpg	(from http://www.moezkrichen.tn/assets/css/style.css)
11:35:34	1222483/1222483	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2020:05:40%20GMT	http://www.moezkrichen.tn/assets/images/untitled-1.png	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/untitled-1.png	(from http://www.moezkrichen.tn/)
11:36:45	2443797/2443797	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Oct%202017%2017:42:30%20GMT	http://www.moezkrichen.tn/assets/images/header-bg.jpg	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/header-bg.jpg	(from http://www.moezkrichen.tn/assets/css/style.css)
